review_id,product_category,product_name,review_text,rating,review_date,verified_purchase,helpful_votes
REV01552,Beauty & Personal Care,Electric Trimmer,Best purchase I've made this year. The build quality feels premium and sturdy. 🔥 http://example-shop.com/review   ,5.0,2025-09-29,False,1
REV00108,Books & Media,Cookbook,Best purchase I've made this year. My family loves it just as much as I do. 😊,5.0,2025-04-17,True,0
REV01592,Fashion,Denim Jacket,"It's an okay product, nothing special. It does what it says, just don't expect much extra. 🙂",3.0,2024-11-08,True,0
REV01332,Electronics,Power Bank,Reasonable purchase overall. Some features could be improved in future versions. 🤷,3.0,2024-01-16,True,3
REV01633,Beauty & Personal Care,Hair Dryer,Best purchase I've made this year. Customer service was quick to respond when I had a question. 😊,5.0,2024-01-31,True,0
REV01228,Sports & Outdoors,Dumbbell Set,This is exactly what I needed. The build quality feels premium and sturdy. 🔥,,2024-01-19,True,0
REV00557,Books & Media,Fiction Novel,"It works as described, no complaints, no excitement. It's a bit bulkier than I expected. 🙂",3.0,2024-02-27,True,2
REV01404,Fashion,Denim Jacket,Best purchase I've made this year. Battery life lasts way longer than advertised. 🔥,5.0,2024-04-26,False,0
REV01129,Books & Media,Fiction Novel,<p>Couldn't be happier with this purchase. The color and finish look great in person. 😊,4.0,2025-12-18,False,1
REV00022,Electronics,Laptop Stand,Not worth the money at all. The instructions were confusing and unclear.,1.0,2024-05-14,True,7
REV01448,Beauty & Personal Care,Lip Balm Set,This broke within a few days of use. It arrived late and the box was damaged. 😡,2.0,2024-05-06,True,6
REV01770,Home & Kitchen,Bedsheet Set,EXCEEDED MY EXPECTATIONS. THE COLOR AND FINISH LOOK GREAT IN PERSON. 👍,5.0,2024-08-22,True,0
REV00979,Books & Media,Comic Collection,"Five stars, no doubt. It's comfortable and fits perfectly. ✨",5.0,2024-06-09,False,1
REV01483,Home & Kitchen,Vacuum Cleaner,Best purchase I've made this year. It looks even better than the pictures online. ✨,5.0,2024-04-19,True,3
REV00788,Sports & Outdoors,Yoga Mat,average quality for the price. good enough for occasional use.,3.0,2024-03-30,True,0
REV01796,Home & Kitchen,Non-Stick Pan Set,"Five stars, no doubt. The color and finish look great in person. ✨ although the price is a bit high for what you get.",5.0,2024-11-08,True,0
REV00842,Home & Kitchen,Bedsheet Set,Fantastic value for the price. Setup was simple and took less than five minutes. ❤️,5.0,2025-09-02,True,5
REV00655,Fashion,Leather Wallet,I'm so impressed with the quality. Setup was simple and took less than five minutes. 🔥,4.0,2024-03-27,True,5
REV00139,Books & Media,Kids Story Set,Highly recommend this to everyone. Customer service was quick to respond when I had a question.,5.0,2025-11-05,True,3
REV00062,Sports & Outdoors,Camping Tent,"Fantastic value for the price. Delivery was super fast, arrived a day early. 🔥",4.0,2024-02-10,False,0
REV00385,Beauty & Personal Care,Electric Trimmer,Absolutely loved this product! Customer service was quick to respond when I had a question. ❤️,4.0,2025-12-05,True,5
REV00654,Sports & Outdoors,Resistance Bands,Fantastic  value for the price. My family loves it just as much as I do. 🔥,5.0,2024-07-26,True,4
REV01434,Books & Media,Biography,Best purchase I've made this year. Customer service was quick to respond when I had a question. 😊,4.0,2025-12-11,True,4
REV01406,Sports & Outdoors,Dumbbell Set,<p>Does the job but nothing extraordinary. Shipping took the standard amount of time. 🤷,3.0,2024-09-22,True,3
REV00916,Home & Kitchen,Vacuum Cleaner,This is exactly what I needed. My family loves it just as much as I do. 🔥,5.0,2024-11-11,True,2
REV01091,Sports & Outdoors,Camping Tent,A decent option if you're on a budget. I might consider other brands next time. 🤷,3.0,2025-10-14,True,0
REV00574,Books & Media,Comic Collection,Fantastic value for the price. The build quality feels premium and sturdy. 👍 but the delivery experience could definitely be better.,5.0,2025-05-21,True,3
REV01761,Fashion,Sunglasses,"reasonable purchase overall. packaging was standard, nothing memorable.",3.0,2024-11-04,False,1
REV00665,Books & Media,Kids Story Set,Fantastic value for the price. The build quality feels premium and sturdy. 👍,5.0,2025-04-10,True,2
REV00404,Electronics,Laptop Stand,This is exactly what I needed. Setup was simple and took less than five minutes. 😊,5.0,2025-02-08,True,7
REV00344,Electronics,Smartwatch,Fantastic value for the price. The color and finish look great in person. 🔥,4.0,2024-07-05,True,0
REV00711,Fashion,Sunglasses,Couldn't be happier with this purchase. The color and finish look great in person. 👍 although the price is a bit high for what you get.,4.0,2025-05-26,True,2
REV00661,Electronics,Bluetooth Speaker,"It's  fine, meets basic expectations. There are better alternatives but this works fine too.",3.0,2024-05-11,True,0
REV00004,Sports & Outdoors,Yoga Mat,One of the worst products I've bought online. It arrived late and the box was damaged.,1.0,2025-11-08,True,6
REV00007,Electronics,Bluetooth Speaker,This is exactly what I needed. Setup was simple and took less than five minutes. 😊,5.0,2025-10-20,True,0
REV01473,Home & Kitchen,Air Fryer,"Fantastic  value for the price. Delivery was super fast, arrived a day early. 😊",5.0,2025-01-15,False,0
REV00384,Fashion,Backpack,Absolutely loved this product! It's comfortable and fits perfectly. ✨ but I wish it came in more color options.,5.0,2024-04-25,True,6
REV00309,Fashion,Backpack,I regret buying this. It arrived late and the box was damaged. 💔,1.0,2025-12-10,True,0
REV01668,Electronics,Power Bank,Fantastic value for the price. The packaging was neat and nothing was damaged. ❤️,5.0,2025-08-06,True,4
REV00824,Beauty & Personal Care,Face Serum,NOT WORTH THE MONEY AT ALL. IT DOESN'T MATCH THE PICTURES SHOWN ONLINE AT ALL. 👎,2.0,2024-01-05,False,5
REV00413,Electronics,Laptop Stand,Highly recommend this to everyone. It looks even better than the pictures online. 👍,4.0,2025-10-02,True,7
REV01710,Books & Media,Self-Help Book,"Not bad, but not great either. The design is simple but functional. 🙂",3.0,2024-01-26,True,0
REV00856,Books & Media,Comic Collection,I regret buying this. The size was completely different from what was described. 😢,2.0,2024-06-05,True,0
REV00099,Fashion,Sunglasses,"This is exactly what I needed. Delivery was super fast, arrived a day early. 👍",5.0,2024-06-10,True,6
REV01536,Electronics,Wireless Earbuds,Best purchase I've made this year. My family loves it just as much as I do.,5.0,2024-05-02,True,2
REV00303,Beauty & Personal Care,Face Serum,I want a refund immediately. It doesn't match the pictures shown online at all. 😢,2.0,2024-01-01,False,1
REV00038,Fashion,Denim Jacket,Works like a charm. My family loves it just as much as I do. 😊,5.0,2025-07-26,True,3
REV01785,Fashion,Denim Jacket,Highly recommend this to everyone. My family loves it just as much as I do. 😊 although it took longer to arrive than promised.   ,5.0,2025-06-25,True,5
REV01753,Sports & Outdoors,Camping Tent,EXCEEDED  MY EXPECTATIONS. SETUP WAS SIMPLE AND TOOK LESS THAN FIVE MINUTES. ❤️,5.0,2025-08-15,True,2
REV01459,Home & Kitchen,Air Fryer,ABSOLUTELY LOVED THIS PRODUCT! THE PACKAGING WAS NEAT AND NOTHING WAS DAMAGED. 🔥,5.0,2024-11-02,False,5
REV00515,Fashion,Sunglasses,Works like a charm. It looks even better than the pictures online. ❤️,4.0,2025-02-07,True,5
REV01118,Books & Media,Fiction Novel,I'm so impressed with the quality. The color and finish look great in person. 👍 even though customer service was slow to respond.,5.0,2025-02-16,True,2
REV00298,Fashion,Running Shoes,Best purchase I've made this year. The build quality feels premium and sturdy. 👍 although it took longer to arrive than promised.,5.0,2025-09-18,True,1
REV01698,Books & Media,Comic Collection,Couldn't be happier with this purchase. The build quality feels premium and sturdy. 🔥 even though customer service was slow to respond.,5.0,2025-07-14,True,16
REV01218,Electronics,Laptop Stand,Exceeded my expectations. The build quality feels premium and sturdy. ✨ but the delivery experience could definitely be better.,5.0,2024-10-25,True,1
REV01307,Electronics,Bluetooth Speaker,"Not bad, but not great either. Good enough for occasional use. 🙂",3.0,2025-02-16,True,4
REV00711,Fashion,Sunglasses,Couldn't be happier with this purchase. The color and finish look great in person. 👍 although the price is a bit high for what you get.,4.0,2025-05-26,True,2
REV01196,Sports & Outdoors,Camping Tent,Best purchase I've made this year. Customer service was quick to respond when I had a question. ✨ http://example-shop.com/review   ,4.0,2025-05-31,False,0
REV00516,Home & Kitchen,Blender,Very frustrating experience overall. I found scratches on it right out of the packaging. 😡,1.0,2024-10-18,True,2
REV00046,Electronics,Laptop Stand,I regret buying this. It stopped working after just one week. 👎,2.0,2025-09-12,True,3
REV01164,Electronics,Smartwatch,Fantastic value for the price. My family loves it just as much as I do. 👍 but the delivery experience could definitely be better. http://example-shop.com/review,5.0,2025-05-20,True,0
REV01515,Electronics,Bluetooth Speaker,This is exactly what I needed. It's comfortable and fits perfectly. ❤️,5.0,2024-02-11,True,3
REV01389,Beauty & Personal Care,Lip Balm Set,<p>Not worth the money at all. The instructions were confusing and unclear. 💔,1.0,2024-04-19,True,0
REV00058,Electronics,Smartwatch,Best purchase I've made this year. The color and finish look great in person. ❤️ but the delivery experience could definitely be better.,5.0,2025-06-19,True,6
REV01415,Beauty & Personal Care,Sunscreen Lotion,This is exactly what I needed. Customer service was quick to respond when I had a question. ❤️,4.0,2025-01-27,True,0
REV00160,Home & Kitchen,Electric Kettle,I want a refund immediately. I found scratches on it right out of the packaging.,2.0,2024-06-15,True,0
REV01322,Fashion,Cotton T-Shirt,Absolutely loved this product! It's comfortable and fits perfectly. 😊,5.0,2024-06-13,True,3
REV01615,Electronics,USB-C Hub,Really disappointed with this purchase. The instructions were confusing and unclear. 😢,2.0,2024-09-29,True,0
REV01521,Beauty & Personal Care,Electric Trimmer,"It's fine, meets basic expectations. It's a bit bulkier than I expected.",3.0,2025-04-16,False,10
REV01596,Beauty & Personal Care,Electric Trimmer,"It's exactly what was advertised, nothing more. Shipping took the standard amount of time. 🙂",3.0,2024-06-03,True,7
REV00925,Electronics,Laptop Stand,Best purchase I've made this year. It looks even better than the pictures online. 🔥,5.0,2024-08-26,True,3
REV00562,Beauty & Personal Care,Electric Trimmer,"This is exactly what I needed. Delivery was super fast, arrived a day early. 👍",5.0,2025-04-09,True,4
REV01520,Beauty & Personal Care,Sunscreen Lotion,Very frustrating experience overall. It arrived late and the box was damaged.,1.0,2025-09-07,True,2
REV00875,Electronics,Wireless Earbuds,I'm  so impressed with the quality. It's comfortable and fits perfectly. ✨,5.0,2025-12-13,True,0
REV01783,Books & Media,Biography,Absolutely loved this product! Customer service was quick to respond when I had a question. 🔥,4.0,2025-01-04,True,3
REV01613,Books & Media,Kids Story Set,I regret buying this. It stopped working after just one week. 👎,2.0,2024-07-10,True,6
REV00894,Fashion,Leather Wallet,COULDN'T BE HAPPIER WITH THIS PURCHASE. THE BUILD QUALITY FEELS PREMIUM AND STURDY.,5.0,2025-05-30,False,2
REV00669,Beauty & Personal Care,Electric Trimmer,"Not bad, but not great either. There are better alternatives but this works fine too.",3.0,2025-03-18,True,3
REV00096,Sports & Outdoors,Camping Tent,Not  worth the money at all. The instructions were confusing and unclear. 😢,2.0,2024-11-15,True,6
REV01251,Fashion,Backpack,Highly recommend this to everyone. Customer service was quick to respond when I had a question. ✨,5.0,2024-09-12,True,4
REV00733,Books & Media,Cookbook,I'm so impressed with the quality. The color and finish look great in person. 🔥,5.0,2025-03-14,True,0
REV00580,Fashion,Denim Jacket,This is exactly what I needed. The packaging was neat and nothing was damaged. ❤️,5.0,2024-11-13,False,0
REV00834,Fashion,Running Shoes,&amp;Reasonable purchase overall. The design is simple but functional. 🤷,3.0,2024-08-05,True,8
REV00117,Sports & Outdoors,Camping Tent,Fantastic value for the price. It looks even better than the pictures online. ✨,4.0,2025-08-07,False,2
REV00260,Home & Kitchen,Electric Kettle,"Exceeded my expectations. Delivery was super fast, arrived a day early. ❤️",5.0,2025-08-31,False,0
REV01736,Sports & Outdoors,Yoga Mat,"Really disappointed with this purchase. There was a strange smell straight out of the box. 👎 On the plus side, it did arrive quickly.",1.0,2025-07-17,False,4
REV01472,Sports & Outdoors,Dumbbell Set,"Average  quality for the price. Packaging was standard, nothing memorable.",3.0,2025-07-09,False,3
REV00009,Electronics,Wireless Earbuds,Does the job but nothing extraordinary. The design is simple but functional.,3.0,2025-04-24,True,2
REV00219,Books & Media,Self-Help Book,I want a refund immediately. There was a strange smell straight out of the box. 😡,1.0,2024-10-17,True,5
REV00367,Books & Media,Fiction Novel,Fantastic value for the price. The build quality feels premium and sturdy. 👍,5.0,2025-05-13,True,2
REV00196,Fashion,Backpack,Fantastic value for the price. The color and finish look great in person. ✨,5.0,2024-12-03,True,1
REV01269,Home & Kitchen,Bedsheet Set,THIS IS EXACTLY WHAT I NEEDED. CUSTOMER SERVICE WAS QUICK TO RESPOND WHEN I HAD A QUESTION. BUT THE DELIVERY EXPERIENCE COULD DEFINITELY BE BETTER. WWW.SHOPREVIEW-SITE.COM/R/12345,5.0,2024-03-27,True,0
REV01532,Fashion,Denim Jacket,"Five stars, no doubt. Setup was simple and took less than five minutes.",4.0,2025-10-28,False,2
REV01209,Electronics,Bluetooth Speaker,"Fantastic  value for the price. Delivery was super fast, arrived a day early. 👍",4.0,2024-12-16,True,0
REV00781,Books & Media,Kids Story Set,"Couldn't be happier with this purchase. Delivery was super fast, arrived a day early.",4.0,2025-10-24,True,0
REV01675,Home & Kitchen,Air Fryer,Absolutely loved this product! The build quality feels premium and sturdy.,4.0,2025-01-15,False,0
REV00448,Books & Media,Biography,Exceeded my expectations. My family loves it just as much as I do. ❤️,5.0,2025-09-23,True,0
REV01178,Sports & Outdoors,Cycling Helmet,I'm so impressed with the quality. The color and finish look great in person. 👍,5.0,2024-07-28,True,0
REV00391,Sports & Outdoors,Dumbbell Set,Couldn't  be happier with this purchase. Setup was simple and took less than five minutes. ❤️,5.0,2024-07-01,False,2
REV00964,Books & Media,Comic Collection,Exceeded my expectations. The color and finish look great in person. 🔥,4.0,2024-07-02,False,1
REV01585,Sports & Outdoors,Water Bottle,Best purchase I've made this year. Setup was simple and took less than five minutes. 😊,5.0,2025-04-25,True,1
REV00197,Beauty & Personal Care,Lip Balm Set,Couldn't be happier with this purchase. Customer service was quick to respond when I had a question. ❤️,4.0,2024-10-25,True,4
REV00612,Beauty & Personal Care,Lip Balm Set,Fantastic  value for the price. Customer service was quick to respond when I had a question.,4.0,2025-07-26,True,8
REV01708,Sports & Outdoors,Dumbbell Set,,5.0,2024-03-11,True,2
REV00937,Electronics,Smartwatch,Works like a charm. The packaging was neat and nothing was damaged. 🔥,4.0,2025-09-11,False,5
REV01413,Home & Kitchen,Air Fryer,Couldn't be happier with this purchase. Battery life lasts way longer than advertised. 👍,4.0,2024-02-15,True,5
REV01270,Fashion,Running Shoes,Best purchase I've made this year. The packaging was neat and nothing was damaged. 😊,5.0,2025-06-27,False,4
REV01599,Books & Media,Kids Story Set,"Five  stars, no doubt. Delivery was super fast, arrived a day early. 👍",5.0,2025-07-01,False,6
REV00107,Books & Media,Self-Help Book,Best purchase I've made this year. My family loves it just as much as I do. 🔥,5.0,2025-10-01,True,0
REV00076,Electronics,Bluetooth Speaker,"Five stars, no doubt. Battery life lasts way longer than advertised. 🔥 although it took longer to arrive than promised.",5.0,2025-01-26,True,0
REV01623,Books & Media,Cookbook,I'm so impressed with the quality. The packaging was neat and nothing was damaged.,5.0,2024-09-28,True,0
REV00012,Beauty & Personal Care,Face Serum,Does  the job but nothing extraordinary. It's comparable to other products in this price range. 🤷,3.0,2024-03-11,False,1
REV01669,Sports & Outdoors,Water Bottle,Highly  recommend this to everyone. The color and finish look great in person. ✨,5.0,2024-12-02,True,4
REV00361,Books & Media,Comic Collection,I'm so impressed with the quality. My family loves it just as much as I do.,5.0,2025-09-25,True,0
REV00469,Sports & Outdoors,Resistance Bands,Really disappointed with this purchase. It arrived late and the box was damaged.,1.0,2024-09-30,False,7
REV01789,Fashion,Backpack,Does the job but nothing extraordinary. There are better alternatives but this works fine too. 🤷,3.0,2025-04-20,True,2
REV00059,Beauty & Personal Care,Electric Trimmer,<br>Couldn't be happier with this purchase. The packaging was neat and nothing was damaged. ❤️,5.0,2024-06-09,True,0
REV01106,Fashion,Backpack,Highly recommend this to everyone. Setup was simple and took less than five minutes. 🔥,5.0,2024-12-06,True,4
REV00102,Electronics,Wireless Earbuds,Would not recommend this to anyone. The size was completely different from what was described. 👎,2.0,2024-05-12,True,6
REV00377,Fashion,Cotton T-Shirt,HIGHLY RECOMMEND THIS TO EVERYONE. MY FAMILY LOVES IT JUST AS MUCH AS I DO. ✨ BUT I WISH IT CAME IN MORE COLOR OPTIONS.,4.0,2024-01-08,True,1
REV01795,Books & Media,Self-Help Book,Really disappointed with this purchase. The stitching came apart almost immediately. 😢,2.0,2024-04-03,True,0
REV01616,Electronics,Laptop Stand,Best  purchase I've made this year. My family loves it just as much as I do. ✨,4.0,2025-03-05,True,2
REV00359,Sports & Outdoors,Yoga Mat,"Fantastic value for the price. Delivery was super fast, arrived a day early. ❤️ but the delivery experience could definitely be better.",5.0,2024-01-10,True,10
REV00917,Fashion,Sunglasses,Best purchase I've made this year. It's comfortable and fits perfectly. 👍,4.0,2024-01-22,False,4
REV01547,Electronics,Power Bank,I'm so impressed with the quality. My family loves it just as much as I do. 👍 although the price is a bit high for what you get.,4.0,2024-08-29,True,5
REV00563,Electronics,USB-C Hub,Best  purchase I've made this year. My family loves it just as much as I do. but I wish it came in more color options.,5.0,2025-12-31,False,2
REV00584,Home & Kitchen,Blender,Absolutely loved this product! It's comfortable and fits perfectly. 😊,5.0,2024-09-16,True,2
REV00702,Beauty & Personal Care,Lip Balm Set,I regret buying this. The material feels cheap and flimsy.,1.0,2025-12-03,True,3
REV00255,Books & Media,Kids Story Set,Couldn't be happier with this purchase. Battery life lasts way longer than advertised. 👍,5.0,2024-01-02,False,3
REV00913,Beauty & Personal Care,Sunscreen Lotion,Best purchase I've made this year. Setup was simple and took less than five minutes. 👍,5.0,2024-10-29,True,2
REV00166,Sports & Outdoors,Water Bottle,I'm so impressed with the quality. The color and finish look great in person. ✨ even though customer service was slow to respond.,4.0,2025-06-06,True,4
REV00780,Books & Media,Fiction Novel,This is exactly what I needed. Customer service was quick to respond when I had a question. ❤️,5.0,2024-08-12,True,6
REV01385,Fashion,Denim Jacket,Couldn't be happier with this purchase. Setup was simple and took less than five minutes. 🔥 although it took longer to arrive than promised.,4.0,2024-03-08,False,3
REV01730,Home & Kitchen,Blender,ABSOLUTELY LOVED THIS PRODUCT! IT'S COMFORTABLE AND FITS PERFECTLY. ❤️,5.0,2024-07-17,True,3
REV01308,Books & Media,Kids Story Set,Couldn't be happier with this purchase. The packaging was neat and nothing was damaged. ✨,4.0,2025-09-06,True,0
REV00438,Home & Kitchen,Blender,"Extremely poor quality. I found scratches on it right out of the packaging. On the plus side, it did arrive quickly.",1.0,2024-06-01,True,0
REV00740,Sports & Outdoors,Cycling Helmet,absolutely loved this product! battery life lasts way longer than advertised. 😊,5.0,2024-04-13,True,1
REV01226,Books & Media,Fiction Novel,"It works as described, no complaints, no excitement. Some features could be improved in future versions. 🙂   ",3.0,2025-05-09,True,10
REV01458,Electronics,Power Bank,"It works as described, no complaints, no excitement. The design is simple but functional. 🙂",3.0,2025-03-24,False,3
REV00032,Sports & Outdoors,Cycling Helmet,"Five stars, no doubt. Battery life lasts way longer than advertised. 🔥",5.0,2024-01-02,True,1
REV01173,Fashion,Leather Wallet,Couldn't be happier with this purchase. It's comfortable and fits perfectly. 🔥,5.0,2025-03-19,True,3
REV01155,Home & Kitchen,Blender,One  of the worst products I've bought online. I found scratches on it right out of the packaging. 💔,2.0,2025-04-09,True,1
REV01565,Home & Kitchen,Bedsheet Set,"Highly recommend this to everyone. Delivery was super fast, arrived a day early. ❤️",5.0,2025-12-23,False,5
REV00221,Electronics,Power Bank,Would not recommend this to anyone. Customer support never replied to my emails. 😢,1.0,2025-10-26,True,12
REV01671,Beauty & Personal Care,Electric Trimmer,Absolutely loved this product! It looks even better than the pictures online. ❤️,5.0,2025-04-26,True,2
REV01423,Books & Media,Biography,Exceeded  my expectations. It's comfortable and fits perfectly. 👍,4.0,2024-01-03,False,1
REV01014,Home & Kitchen,Blender,<br>Fantastic value for the price. Setup was simple and took less than five minutes. ✨,5.0,2025-06-09,False,11
REV00086,Books & Media,Kids Story Set,This is exactly what I needed. The color and finish look great in person.,5.0,2024-10-13,True,0
REV00593,Electronics,Smartwatch,This was a complete waste of time. It stopped working after just one week. 💔,2.0,2025-11-03,True,8
REV01292,Books & Media,Self-Help Book,This is exactly what I needed. It looks even better than the pictures online. 👍,4.0,2024-05-06,True,1
REV00808,Fashion,Sunglasses,This is exactly what I needed. It looks even better than the pictures online. ✨,4.0,2024-06-26,True,3
REV01158,Home & Kitchen,Bedsheet Set,This is exactly what I needed. The build quality feels premium and sturdy.,5.0,2025-10-12,True,0
REV01732,Sports & Outdoors,Camping Tent,&amp;Fantastic value for the price. Setup was simple and took less than five minutes. 🔥,5.0,2024-09-08,True,2
REV00278,Beauty & Personal Care,Moisturizer Cream,"Five stars, no doubt. My family loves it just as much as I do. ❤️   ",5.0,2025-11-09,False,1
REV00852,Beauty & Personal Care,Lip Balm Set,"Five stars, no doubt. It's comfortable and fits perfectly.   ",4.0,2025-07-26,True,2
REV00229,Fashion,Running Shoes,Really disappointed with this purchase. The instructions were confusing and unclear.,1.0,2025-07-04,True,1
REV01241,Sports & Outdoors,Water Bottle,A decent option if you're on a budget. Shipping took the standard amount of time.,3.0,2025-03-11,True,6
REV01321,Sports & Outdoors,Camping Tent,"It works as described, no complaints, no excitement. The design is simple but functional. 🙂",3.0,2025-11-18,True,0
REV01261,Books & Media,Biography,Couldn't be happier with this purchase. The color and finish look great in person. ✨,5.0,2024-12-31,True,0
REV01035,Beauty & Personal Care,Sunscreen Lotion,I  want a refund immediately. It arrived late and the box was damaged. 😢,2.0,2024-04-06,True,1
REV00449,Home & Kitchen,Vacuum Cleaner,Average quality for the price. It's comparable to other products in this price range. 🤷 www.shopreview-site.com/r/12345,3.0,2024-10-16,True,6
REV00081,Home & Kitchen,Vacuum Cleaner,Absolutely loved this product! The color and finish look great in person. ❤️,4.0,2025-07-06,False,3
REV01489,Beauty & Personal Care,Sunscreen Lotion,WORKS LIKE A CHARM. THE BUILD QUALITY FEELS PREMIUM AND STURDY. ❤️,5.0,2024-01-10,False,0
REV01109,Books & Media,Cookbook,"WORKS LIKE A CHARM. DELIVERY WAS SUPER FAST, ARRIVED A DAY EARLY. 😊",5.0,2024-03-30,False,0
REV00066,Home & Kitchen,Electric Kettle,&amp;Exceeded my expectations. The packaging was neat and nothing was damaged. ✨,4.0,2025-10-02,True,0
REV00905,Home & Kitchen,Blender,Middle of the road experience. It's comparable to other products in this price range. 🙂,3.0,2024-06-22,True,0
REV01049,Sports & Outdoors,Yoga Mat,,4.0,2024-02-10,True,3
REV00304,Sports & Outdoors,Water Bottle,"Not bad, but not great either. It does what it says, just don't expect much extra.",3.0,2024-08-16,False,1
REV00220,Sports & Outdoors,Dumbbell Set,Couldn't be happier with this purchase. My family loves it just as much as I do. ❤️ https://bit.ly/3xample,5.0,2024-06-10,True,0
REV00990,Electronics,Smartwatch,"Five stars, no doubt. The color and finish look great in person. ❤️",5.0,2025-11-20,True,5
REV00948,Fashion,Cotton T-Shirt,I'm so impressed with the quality. Customer service was quick to respond when I had a question. ❤️ even though customer service was slow to respond.,4.0,2024-07-23,True,3
REV00568,Beauty & Personal Care,Hair Dryer,Couldn't  be happier with this purchase. It looks even better than the pictures online. ❤️,5.0,2024-08-29,True,0
REV00550,Home & Kitchen,Blender,Works like a charm. My family loves it just as much as I do. https://bit.ly/3xample,5.0,2025-11-07,False,1
REV00002,Fashion,Sunglasses,Couldn't be happier with this purchase. The build quality feels premium and sturdy. ✨,5.0,2024-01-07,True,2
REV00734,Books & Media,Fiction Novel,"highly recommend this to everyone. delivery was super fast, arrived a day early. ❤️",5.0,2024-02-28,True,1
REV00642,Home & Kitchen,Blender,"I'm so impressed with the quality. Delivery was super fast, arrived a day early. 😊 although the price is a bit high for what you get.",4.0,2024-12-29,True,0
REV00060,Sports & Outdoors,Yoga Mat,Best purchase I've made this year. The build quality feels premium and sturdy. 🔥,5.0,2025-04-09,True,2
REV01502,Home & Kitchen,Non-Stick Pan Set,"It's  fine, meets basic expectations. It does what it says, just don't expect much extra. 🙂",3.0,2025-11-07,True,2
REV00250,Electronics,Smartwatch,I'm so impressed with the quality. Setup was simple and took less than five minutes. ✨,5.0,2025-02-01,True,12
REV01304,Beauty & Personal Care,Moisturizer Cream,This  broke within a few days of use. Customer support never replied to my emails.,1.0,2025-07-21,True,0
REV00122,Fashion,Sunglasses,Couldn't be happier with this purchase. It's comfortable and fits perfectly. 🔥 even though customer service was slow to respond.,5.0,2024-03-05,True,1
REV01630,Beauty & Personal Care,Lip Balm Set,"ABSOLUTELY LOVED THIS PRODUCT! DELIVERY WAS SUPER FAST, ARRIVED A DAY EARLY. ✨",4.0,2025-12-05,True,6
REV00214,Electronics,Power Bank,Highly recommend this to everyone. Battery life lasts way longer than advertised. 😊,4.0,2024-12-25,False,6
REV01065,Sports & Outdoors,Resistance Bands,</p>Couldn't  be happier with this purchase. Battery life lasts way longer than advertised. 😊,5.0,2025-02-27,True,1
REV00029,Fashion,Leather Wallet,Really disappointed with this purchase. Customer support never replied to my emails. 😢,1.0,2025-12-19,True,0
REV00555,Home & Kitchen,Air Fryer,This is exactly what I needed. Battery life lasts way longer than advertised.,5.0,2025-05-27,False,0
REV01253,Beauty & Personal Care,Hair Dryer,Average quality for the price. Shipping took the standard amount of time. 🤷,3.0,2024-07-25,False,0
REV01431,Beauty & Personal Care,Moisturizer Cream,</p>Absolutely loved this product! Battery life lasts way longer than advertised. 🔥,5.0,2025-07-04,False,0
REV01313,Home & Kitchen,Bedsheet Set,I'm so impressed with the quality. It's comfortable and fits perfectly. 👍 www.shopreview-site.com/r/12345,4.0,2025-11-10,True,9
REV01714,Home & Kitchen,Air Fryer,Couldn't be happier with this purchase. My family loves it just as much as I do. 🔥,4.0,2024-03-23,True,2
REV01661,Home & Kitchen,Non-Stick Pan Set,Couldn't be happier with this purchase. The build quality feels premium and sturdy. even though customer service was slow to respond.,4.0,2025-01-10,True,0
REV01067,Beauty & Personal Care,Moisturizer Cream,This is exactly what I needed. My family loves it just as much as I do. 👍,4.0,2024-04-02,True,2
REV00406,Home & Kitchen,Non-Stick Pan Set,"Five stars, no doubt. Battery life lasts way longer than advertised. ✨",5.0,2025-09-30,True,5
REV00457,Books & Media,Kids Story Set,This is exactly what I needed. Battery life lasts way longer than advertised.,4.0,2025-01-28,False,1
REV01748,Books & Media,Cookbook,"Five stars, no doubt. It looks even better than the pictures online. ❤️ although the price is a bit high for what you get.",5.0,2025-03-04,True,0
REV00635,Beauty & Personal Care,Face Serum,This is exactly what I needed. The build quality feels premium and sturdy. ❤️,4.0,2024-02-14,False,1
REV01374,Books & Media,Self-Help Book,Best  purchase I've made this year. Battery life lasts way longer than advertised. 🔥,4.0,2025-07-21,True,0
REV00411,Sports & Outdoors,Water Bottle,EXCEEDED MY EXPECTATIONS. CUSTOMER SERVICE WAS QUICK TO RESPOND WHEN I HAD A QUESTION. 👍,5.0,2025-02-06,True,0
REV01334,Books & Media,Cookbook,Really disappointed with this purchase. There was a strange smell straight out of the box.,2.0,2025-10-28,True,3
REV01784,Fashion,Running Shoes,Fantastic value for the price. Setup was simple and took less than five minutes. but the delivery experience could definitely be better. http://example-shop.com/review,4.0,2025-07-05,True,3
REV01397,Sports & Outdoors,Camping Tent,Fantastic value for the price. The build quality feels premium and sturdy. 👍 although the price is a bit high for what you get.,4.0,2024-06-09,False,0
REV00154,Books & Media,Comic Collection,Fantastic value for the price. Battery life lasts way longer than advertised. 🔥,4.0,2025-01-23,False,1
REV01712,Home & Kitchen,Blender,"This  is exactly what I needed. Delivery was super fast, arrived a day early. 🔥",5.0,2025-04-14,True,0
REV01377,Beauty & Personal Care,Lip Balm Set,Does the job but nothing extraordinary. Good enough for occasional use.,3.0,2025-08-07,False,1
