review_id,product_category,product_name,review_text,rating,review_date,verified_purchase,helpful_votes,clean_tokens,vader_compound,vader_pos,vader_neu,vader_neg,sentiment_label,dominant_emotion
REV00033,Sports & Outdoors,Resistance Bands,"It's fine, meets basic expectations. It's comparable to other products in this price range. 🤷",3,2025-06-03,True,2,fine meet basic expectation comparable product price range,0.2023,0.107,0.893,0.0,Positive,Anticipation
REV00976,Home & Kitchen,Electric Kettle,I want a refund immediately. It doesn't match the pictures shown online at all. 😡,1,2024-10-17,True,0,want refund immediately doesnt match picture shown online,0.0772,0.08,0.92,0.0,Positive,Anticipation
REV00577,Beauty & Personal Care,Lip Balm Set,Exceeded my expectations. Battery life lasts way longer than advertised. 😊,5,2024-11-27,True,3,exceeded expectation battery life last way longer advertised,0.7184,0.316,0.684,0.0,Positive,Anticipation
REV00871,Fashion,Cotton T-Shirt,Exceeded my expectations. It's comfortable and fits perfectly. ✨,5,2024-04-23,True,3,exceeded expectation comfortable fit perfectly,0.8689,0.62,0.38,0.0,Positive,Anticipation
REV00797,Electronics,Wireless Earbuds,One of the worst products I've bought online. There was a strange smell straight out of the box. 😢,2,2025-12-14,True,0,one worst product ive bought online strange smell straight box,-0.7964,0.071,0.595,0.335,Negative,Anger
REV01081,Books & Media,Comic Collection,Highly recommend this to everyone. The packaging was neat and nothing was damaged. but I wish it came in more color options.,5,2024-01-11,True,2,highly recommend everyone packaging neat nothing damaged wish came color option,0.7992,0.337,0.663,0.0,Positive,Trust
REV01001,Sports & Outdoors,Dumbbell Set,"A decent option if you're on a budget. Packaging was standard, nothing memorable.",3,2025-05-14,True,0,decent option youre budget packaging standard nothing memorable,0.0,0.0,1.0,0.0,Neutral,Trust
REV00670,Books & Media,Fiction Novel,Very frustrating experience overall. It arrived late and the box was damaged. 💔,1,2025-12-15,True,0,frustrating experience overall arrived late box damaged,-0.6115,0.18,0.427,0.393,Negative,Sadness
REV01221,Fashion,Cotton T-Shirt,"Five stars, no doubt. It looks even better than the pictures online. 👍",4,2025-04-04,True,2,five star doubt look even better picture online,0.6136,0.295,0.705,0.0,Positive,Trust
REV01501,Fashion,Leather Wallet,"Five stars, no doubt. Battery life lasts way longer than advertised. ✨",5,2025-03-31,True,4,five star doubt battery life last way longer advertised,0.5283,0.306,0.694,0.0,Positive,Trust
REV00582,Sports & Outdoors,Dumbbell Set,This is exactly what I needed. The packaging was neat and nothing was damaged. 😊 even though customer service was slow to respond.,4,2025-06-23,True,4,exactly needed packaging neat nothing damaged even though customer service slow respond,0.7119,0.248,0.679,0.073,Positive,None Detected
REV00268,Electronics,Wireless Earbuds,This is exactly what I needed. It's comfortable and fits perfectly. 🔥,5,2025-08-24,True,8,exactly needed comfortable fit perfectly,0.7269,0.397,0.476,0.127,Positive,None Detected
REV01722,Fashion,Leather Wallet,Average quality for the price. Shipping took the standard amount of time.,3,2024-03-04,False,16,average quality price shipping took standard amount time,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV00560,Books & Media,Self-Help Book,"It's exactly what was advertised, nothing more. It's a bit bulkier than I expected. 🤷",3,2024-04-02,False,0,exactly advertised nothing bit bulkier expected,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV00008,Home & Kitchen,Non-Stick Pan Set,"It's fine, meets basic expectations. It does what it says, just don't expect much extra.",3,2024-05-21,True,0,fine meet basic expectation say dont expect much extra,0.2023,0.114,0.886,0.0,Positive,Anticipation
REV00447,Sports & Outdoors,Camping Tent,Highly recommend this to everyone. Battery life lasts way longer than advertised. 👍,5,2024-05-14,True,1,highly recommend everyone battery life last way longer advertised,0.4201,0.177,0.823,0.0,Positive,Trust
REV01546,Books & Media,Comic Collection,Best purchase I've made this year. Customer service was quick to respond when I had a question.,4,2024-08-04,True,9,best purchase ive made year customer service quick respond question,0.6369,0.208,0.792,0.0,Positive,None Detected
REV00545,Electronics,Bluetooth Speaker,Exceeded my expectations. Battery life lasts way longer than advertised. 👍 even though customer service was slow to respond.,5,2025-08-25,True,0,exceeded expectation battery life last way longer advertised even though customer service slow respond,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV00616,Beauty & Personal Care,Moisturizer Cream,Fantastic value for the price. Customer service was quick to respond when I had a question.,5,2025-07-07,True,0,fantastic value price customer service quick respond question,0.7184,0.3,0.7,0.0,Positive,None Detected
REV00634,Fashion,Cotton T-Shirt,couldn't be happier with this purchase. it looks even better than the pictures online. ✨,4,2025-11-28,True,1,couldnt happier purchase look even better picture online,0.3451,0.26,0.601,0.139,Positive,None Detected
REV00287,Beauty & Personal Care,Lip Balm Set,This is exactly what I needed. The packaging was neat and nothing was damaged. 🔥,4,2025-06-27,True,2,exactly needed packaging neat nothing damaged,0.7537,0.383,0.617,0.0,Positive,None Detected
REV00966,Beauty & Personal Care,Electric Trimmer,"Absolutely loved this product! Delivery was super fast, arrived a day early. 🔥",4,2025-07-09,True,2,absolutely loved product delivery super fast arrived day early,0.7897,0.403,0.481,0.115,Positive,None Detected
REV00744,Beauty & Personal Care,Sunscreen Lotion,Fantastic value for the price. Customer service was quick to respond when I had a question. ❤️,4,2024-05-14,True,3,fantastic value price customer service quick respond question,0.7184,0.273,0.727,0.0,Positive,None Detected
REV01131,Fashion,Sunglasses,Fantastic value for the price. Battery life lasts way longer than advertised. 😊,5,2024-11-26,False,2,fantastic value price battery life last way longer advertised,0.9001,0.48,0.52,0.0,Positive,None Detected
REV00774,Sports & Outdoors,Dumbbell Set,"This is exactly what I needed. Delivery was super fast, arrived a day early. ✨",5,2025-01-05,True,2,exactly needed delivery super fast arrived day early,0.7351,0.323,0.677,0.0,Positive,None Detected
REV00432,Home & Kitchen,Electric Kettle,Works like a charm. The packaging was neat and nothing was damaged. ✨,4,2024-03-30,True,1,work like charm packaging neat nothing damaged,0.8245,0.516,0.389,0.095,Positive,None Detected
REV01293,Sports & Outdoors,Dumbbell Set,I'm so impressed with the quality. The color and finish look great in person. 😊,4,2025-02-20,False,2,impressed quality color finish look great person,0.9259,0.474,0.526,0.0,Positive,None Detected
REV00682,Sports & Outdoors,Yoga Mat,Highly recommend this to everyone. It looks even better than the pictures online.,4,2025-01-19,True,2,highly recommend everyone look even better picture online,0.6901,0.341,0.659,0.0,Positive,Trust
REV01552,Beauty & Personal Care,Electric Trimmer,Best purchase I've made this year. The build quality feels premium and sturdy. 🔥,5,2025-09-29,False,1,best purchase ive made year build quality feel premium sturdy,0.4215,0.226,0.645,0.129,Positive,None Detected
REV00108,Books & Media,Cookbook,Best purchase I've made this year. My family loves it just as much as I do. 😊,5,2025-04-17,True,0,best purchase ive made year family love much,0.9313,0.45,0.55,0.0,Positive,Joy
REV01592,Fashion,Denim Jacket,"It's an okay product, nothing special. It does what it says, just don't expect much extra. 🙂",3,2024-11-08,True,0,okay product nothing special say dont expect much extra,0.3289,0.201,0.7,0.099,Positive,Joy
REV01332,Electronics,Power Bank,Reasonable purchase overall. Some features could be improved in future versions. 🤷,3,2024-01-16,True,3,reasonable purchase overall feature could improved future version,0.4767,0.205,0.795,0.0,Positive,None Detected
REV01633,Beauty & Personal Care,Hair Dryer,Best purchase I've made this year. Customer service was quick to respond when I had a question. 😊,5,2024-01-31,True,0,best purchase ive made year customer service quick respond question,0.8807,0.349,0.651,0.0,Positive,None Detected
REV00557,Books & Media,Fiction Novel,"It works as described, no complaints, no excitement. It's a bit bulkier than I expected. 🙂",3,2024-02-27,True,2,work described complaint excitement bit bulkier expected,0.4981,0.292,0.596,0.112,Positive,Anticipation
REV01404,Fashion,Denim Jacket,Best purchase I've made this year. Battery life lasts way longer than advertised. 🔥,5,2024-04-26,False,0,best purchase ive made year battery life last way longer advertised,0.4215,0.226,0.645,0.129,Positive,None Detected
REV01129,Books & Media,Fiction Novel,Couldn't be happier with this purchase. The color and finish look great in person. 😊,4,2025-12-18,False,1,couldnt happier purchase color finish look great person,0.8087,0.362,0.538,0.1,Positive,None Detected
REV00022,Electronics,Laptop Stand,Not worth the money at all. The instructions were confusing and unclear.,1,2024-05-14,True,7,not worth money instruction confusing unclear,-0.5523,0.0,0.618,0.382,Negative,Trust
REV01448,Beauty & Personal Care,Lip Balm Set,This broke within a few days of use. It arrived late and the box was damaged. 😡,2,2024-05-06,True,6,broke within day use arrived late box damaged,-0.6908,0.0,0.737,0.263,Negative,Sadness
REV01770,Home & Kitchen,Bedsheet Set,EXCEEDED MY EXPECTATIONS. THE COLOR AND FINISH LOOK GREAT IN PERSON. 👍,5,2024-08-22,True,0,exceeded expectation color finish look great person,0.7034,0.287,0.713,0.0,Positive,None Detected
REV00979,Books & Media,Comic Collection,"Five stars, no doubt. It's comfortable and fits perfectly. ✨",5,2024-06-09,False,1,five star doubt comfortable fit perfectly,0.8981,0.665,0.335,0.0,Positive,Trust
REV01483,Home & Kitchen,Vacuum Cleaner,Best purchase I've made this year. It looks even better than the pictures online. ✨,5,2024-04-19,True,3,best purchase ive made year look even better picture online,0.8555,0.439,0.561,0.0,Positive,None Detected
REV00788,Sports & Outdoors,Yoga Mat,average quality for the price. good enough for occasional use.,3,2024-03-30,True,0,average quality price good enough occasional use,0.4404,0.244,0.756,0.0,Positive,Surprise
REV01796,Home & Kitchen,Non-Stick Pan Set,"Five stars, no doubt. The color and finish look great in person. ✨ although the price is a bit high for what you get.",5,2024-11-08,True,0,five star doubt color finish look great person although price bit high get,0.8181,0.288,0.712,0.0,Positive,Trust
REV00842,Home & Kitchen,Bedsheet Set,Fantastic value for the price. Setup was simple and took less than five minutes. ❤️,5,2025-09-02,True,5,fantastic value price setup simple took less five minute,0.7184,0.3,0.7,0.0,Positive,None Detected
REV00655,Fashion,Leather Wallet,I'm so impressed with the quality. Setup was simple and took less than five minutes. 🔥,4,2024-03-27,True,5,impressed quality setup simple took less five minute,0.2484,0.171,0.707,0.121,Positive,None Detected
REV00139,Books & Media,Kids Story Set,Highly recommend this to everyone. Customer service was quick to respond when I had a question.,5,2025-11-05,True,3,highly recommend everyone customer service quick respond question,0.4201,0.157,0.843,0.0,Positive,Trust
REV00062,Sports & Outdoors,Camping Tent,"Fantastic value for the price. Delivery was super fast, arrived a day early. 🔥",4,2024-02-10,False,0,fantastic value price delivery super fast arrived day early,0.8176,0.444,0.448,0.108,Positive,None Detected
REV00385,Beauty & Personal Care,Electric Trimmer,Absolutely loved this product! Customer service was quick to respond when I had a question. ❤️,4,2025-12-05,True,5,absolutely loved product customer service quick respond question,0.6689,0.219,0.781,0.0,Positive,None Detected
REV00654,Sports & Outdoors,Resistance Bands,Fantastic value for the price. My family loves it just as much as I do. 🔥,5,2024-07-26,True,4,fantastic value price family love much,0.8074,0.402,0.498,0.1,Positive,Joy
REV01434,Books & Media,Biography,Best purchase I've made this year. Customer service was quick to respond when I had a question. 😊,4,2025-12-11,True,4,best purchase ive made year customer service quick respond question,0.8807,0.349,0.651,0.0,Positive,None Detected
REV01406,Sports & Outdoors,Dumbbell Set,Does the job but nothing extraordinary. Shipping took the standard amount of time. 🤷,3,2024-09-22,True,3,job nothing extraordinary shipping took standard amount time,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV00916,Home & Kitchen,Vacuum Cleaner,This is exactly what I needed. My family loves it just as much as I do. 🔥,5,2024-11-11,True,2,exactly needed family love much,0.3182,0.175,0.711,0.114,Positive,Joy
REV01091,Sports & Outdoors,Camping Tent,A decent option if you're on a budget. I might consider other brands next time. 🤷,3,2025-10-14,True,0,decent option youre budget might consider brand next time,0.0,0.0,1.0,0.0,Neutral,Trust
REV00574,Books & Media,Comic Collection,Fantastic value for the price. The build quality feels premium and sturdy. 👍 but the delivery experience could definitely be better.,5,2025-05-21,True,3,fantastic value price build quality feel premium sturdy delivery experience could definitely better,0.886,0.388,0.612,0.0,Positive,Anticipation
REV01761,Fashion,Sunglasses,"reasonable purchase overall. packaging was standard, nothing memorable.",3,2024-11-04,False,1,reasonable purchase overall packaging standard nothing memorable,0.0,0.0,1.0,0.0,Neutral,Joy
REV00665,Books & Media,Kids Story Set,Fantastic value for the price. The build quality feels premium and sturdy. 👍,5,2025-04-10,True,2,fantastic value price build quality feel premium sturdy,0.7184,0.333,0.667,0.0,Positive,None Detected
REV00404,Electronics,Laptop Stand,This is exactly what I needed. Setup was simple and took less than five minutes. 😊,5,2025-02-08,True,7,exactly needed setup simple took less five minute,0.7184,0.25,0.75,0.0,Positive,None Detected
REV00711,Fashion,Sunglasses,Couldn't be happier with this purchase. The color and finish look great in person. 👍 although the price is a bit high for what you get.,4,2025-05-26,True,2,couldnt happier purchase color finish look great person although price bit high get,0.3235,0.129,0.784,0.087,Positive,None Detected
REV00661,Electronics,Bluetooth Speaker,"It's fine, meets basic expectations. There are better alternatives but this works fine too.",3,2024-05-11,True,0,fine meet basic expectation better alternative work fine,0.5499,0.335,0.665,0.0,Positive,Anticipation
REV00004,Sports & Outdoors,Yoga Mat,One of the worst products I've bought online. It arrived late and the box was damaged.,1,2025-11-08,True,6,one worst product ive bought online arrived late box damaged,-0.7906,0.0,0.667,0.333,Negative,Sadness
REV00007,Electronics,Bluetooth Speaker,This is exactly what I needed. Setup was simple and took less than five minutes. 😊,5,2025-10-20,True,0,exactly needed setup simple took less five minute,0.7184,0.25,0.75,0.0,Positive,None Detected
REV01473,Home & Kitchen,Air Fryer,"Fantastic value for the price. Delivery was super fast, arrived a day early. 😊",5,2025-01-15,False,0,fantastic value price delivery super fast arrived day early,0.9423,0.55,0.45,0.0,Positive,None Detected
REV00384,Fashion,Backpack,Absolutely loved this product! It's comfortable and fits perfectly. ✨ but I wish it came in more color options.,5,2024-04-25,True,6,absolutely loved product comfortable fit perfectly wish came color option,0.8965,0.478,0.522,0.0,Positive,None Detected
REV00309,Fashion,Backpack,I regret buying this. It arrived late and the box was damaged. 💔,1,2025-12-10,True,0,regret buying arrived late box damaged,-0.5574,0.183,0.435,0.383,Negative,Sadness
REV01668,Electronics,Power Bank,Fantastic value for the price. The packaging was neat and nothing was damaged. ❤️,5,2025-08-06,True,4,fantastic value price packaging neat nothing damaged,0.8861,0.509,0.491,0.0,Positive,None Detected
REV00824,Beauty & Personal Care,Face Serum,NOT WORTH THE MONEY AT ALL. IT DOESN'T MATCH THE PICTURES SHOWN ONLINE AT ALL. 👎,2,2024-01-05,False,5,not worth money doesnt match picture shown online,-0.2979,0.0,0.879,0.121,Negative,None Detected
REV00413,Electronics,Laptop Stand,Highly recommend this to everyone. It looks even better than the pictures online. 👍,4,2025-10-02,True,7,highly recommend everyone look even better picture online,0.6901,0.305,0.695,0.0,Positive,Trust
REV01710,Books & Media,Self-Help Book,"Not bad, but not great either. The design is simple but functional. 🙂",3,2024-01-26,True,0,not bad not great either design simple functional,0.0115,0.25,0.547,0.203,Neutral,Anger
REV00856,Books & Media,Comic Collection,I regret buying this. The size was completely different from what was described. 😢,2,2024-06-05,True,0,regret buying size completely different described,-0.7096,0.0,0.688,0.312,Negative,Sadness
REV00099,Fashion,Sunglasses,"This is exactly what I needed. Delivery was super fast, arrived a day early. 👍",5,2024-06-10,True,6,exactly needed delivery super fast arrived day early,0.5994,0.206,0.794,0.0,Positive,None Detected
REV01536,Electronics,Wireless Earbuds,Best purchase I've made this year. My family loves it just as much as I do.,5,2024-05-02,True,2,best purchase ive made year family love much,0.836,0.361,0.639,0.0,Positive,Joy
REV00303,Beauty & Personal Care,Face Serum,I want a refund immediately. It doesn't match the pictures shown online at all. 😢,2,2024-01-01,False,1,want refund immediately doesnt match picture shown online,-0.4215,0.071,0.761,0.168,Negative,Anticipation
REV00038,Fashion,Denim Jacket,Works like a charm. My family loves it just as much as I do. 😊,5,2025-07-26,True,3,work like charm family love much,0.9313,0.516,0.484,0.0,Positive,Joy
REV01785,Fashion,Denim Jacket,Highly recommend this to everyone. My family loves it just as much as I do. 😊 although it took longer to arrive than promised.,5,2025-06-25,True,5,highly recommend everyone family love much although took longer arrive promised,0.9324,0.395,0.605,0.0,Positive,Trust
REV01753,Sports & Outdoors,Camping Tent,EXCEEDED MY EXPECTATIONS. SETUP WAS SIMPLE AND TOOK LESS THAN FIVE MINUTES. ❤️,5,2025-08-15,True,2,exceeded expectation setup simple took less five minute,0.0,0.0,1.0,0.0,Neutral,None Detected
REV01459,Home & Kitchen,Air Fryer,ABSOLUTELY LOVED THIS PRODUCT! THE PACKAGING WAS NEAT AND NOTHING WAS DAMAGED. 🔥,5,2024-11-02,False,5,absolutely loved product packaging neat nothing damaged,0.94,0.62,0.38,0.0,Positive,None Detected
REV00515,Fashion,Sunglasses,Works like a charm. It looks even better than the pictures online. ❤️,4,2025-02-07,True,5,work like charm look even better picture online,0.7964,0.424,0.576,0.0,Positive,None Detected
REV01118,Books & Media,Fiction Novel,I'm so impressed with the quality. The color and finish look great in person. 👍 even though customer service was slow to respond.,5,2025-02-16,True,2,impressed quality color finish look great person even though customer service slow respond,0.8173,0.254,0.746,0.0,Positive,None Detected
REV00298,Fashion,Running Shoes,Best purchase I've made this year. The build quality feels premium and sturdy. 👍 although it took longer to arrive than promised.,5,2025-09-18,True,1,best purchase ive made year build quality feel premium sturdy although took longer arrive promised,0.7717,0.242,0.758,0.0,Positive,Anticipation
REV01698,Books & Media,Comic Collection,Couldn't be happier with this purchase. The build quality feels premium and sturdy. 🔥 even though customer service was slow to respond.,5,2025-07-14,True,16,couldnt happier purchase build quality feel premium sturdy even though customer service slow respond,-0.6341,0.0,0.794,0.206,Negative,None Detected
REV01218,Electronics,Laptop Stand,Exceeded my expectations. The build quality feels premium and sturdy. ✨ but the delivery experience could definitely be better.,5,2024-10-25,True,1,exceeded expectation build quality feel premium sturdy delivery experience could definitely better,0.8422,0.361,0.639,0.0,Positive,Anticipation
REV01307,Electronics,Bluetooth Speaker,"Not bad, but not great either. Good enough for occasional use. 🙂",3,2025-02-16,True,4,not bad not great either good enough occasional use,-0.5362,0.225,0.442,0.333,Negative,Anger
REV01196,Sports & Outdoors,Camping Tent,Best purchase I've made this year. Customer service was quick to respond when I had a question. ✨,4,2025-05-31,False,0,best purchase ive made year customer service quick respond question,0.7579,0.289,0.711,0.0,Positive,None Detected
REV00516,Home & Kitchen,Blender,Very frustrating experience overall. I found scratches on it right out of the packaging. 😡,1,2024-10-18,True,2,frustrating experience overall found scratch right packaging,-0.4927,0.0,0.824,0.176,Negative,Joy
REV00046,Electronics,Laptop Stand,I regret buying this. It stopped working after just one week. 👎,2,2025-09-12,True,3,regret buying stopped working one week,-0.5719,0.0,0.701,0.299,Negative,Sadness
REV01164,Electronics,Smartwatch,Fantastic value for the price. My family loves it just as much as I do. 👍 but the delivery experience could definitely be better.,5,2025-05-20,True,0,fantastic value price family love much delivery experience could definitely better,0.9144,0.407,0.593,0.0,Positive,Joy
REV01515,Electronics,Bluetooth Speaker,This is exactly what I needed. It's comfortable and fits perfectly. ❤️,5,2024-02-11,True,3,exactly needed comfortable fit perfectly,0.8176,0.405,0.595,0.0,Positive,None Detected
REV01389,Beauty & Personal Care,Lip Balm Set,Not worth the money at all. The instructions were confusing and unclear. 💔,1,2024-04-19,True,0,not worth money instruction confusing unclear,-0.354,0.192,0.412,0.396,Negative,Trust
REV00058,Electronics,Smartwatch,Best purchase I've made this year. The color and finish look great in person. ❤️ but the delivery experience could definitely be better.,5,2025-06-19,True,6,best purchase ive made year color finish look great person delivery experience could definitely better,0.9109,0.386,0.614,0.0,Positive,Anticipation
REV00160,Home & Kitchen,Electric Kettle,I want a refund immediately. I found scratches on it right out of the packaging.,2,2024-06-15,True,0,want refund immediately found scratch right packaging,0.0772,0.085,0.915,0.0,Positive,Anticipation
REV01322,Fashion,Cotton T-Shirt,Absolutely loved this product! It's comfortable and fits perfectly. 😊,5,2024-06-13,True,3,absolutely loved product comfortable fit perfectly,0.9583,0.666,0.334,0.0,Positive,None Detected
REV01615,Electronics,USB-C Hub,Really disappointed with this purchase. The instructions were confusing and unclear. 😢,2,2024-09-29,True,0,really disappointed purchase instruction confusing unclear,-0.8553,0.0,0.464,0.536,Negative,Anger
REV01521,Beauty & Personal Care,Electric Trimmer,"It's fine, meets basic expectations. It's a bit bulkier than I expected.",3,2025-04-16,False,10,fine meet basic expectation bit bulkier expected,0.2023,0.141,0.859,0.0,Positive,Anticipation
REV01596,Beauty & Personal Care,Electric Trimmer,"It's exactly what was advertised, nothing more. Shipping took the standard amount of time. 🙂",3,2024-06-03,True,7,exactly advertised nothing shipping took standard amount time,0.4033,0.145,0.855,0.0,Positive,Anticipation
REV00925,Electronics,Laptop Stand,Best purchase I've made this year. It looks even better than the pictures online. 🔥,5,2024-08-26,True,3,best purchase ive made year look even better picture online,0.6908,0.33,0.558,0.112,Positive,None Detected
REV00562,Beauty & Personal Care,Electric Trimmer,"This is exactly what I needed. Delivery was super fast, arrived a day early. 👍",5,2025-04-09,True,4,exactly needed delivery super fast arrived day early,0.5994,0.206,0.794,0.0,Positive,None Detected
REV01520,Beauty & Personal Care,Sunscreen Lotion,Very frustrating experience overall. It arrived late and the box was damaged.,1,2025-09-07,True,2,frustrating experience overall arrived late box damaged,-0.7264,0.0,0.621,0.379,Negative,Sadness
REV00875,Electronics,Wireless Earbuds,I'm so impressed with the quality. It's comfortable and fits perfectly. ✨,5,2025-12-13,True,0,impressed quality comfortable fit perfectly,0.9216,0.623,0.377,0.0,Positive,None Detected
REV01783,Books & Media,Biography,Absolutely loved this product! Customer service was quick to respond when I had a question. 🔥,4,2025-01-04,True,3,absolutely loved product customer service quick respond question,0.474,0.215,0.67,0.115,Positive,None Detected
REV01613,Books & Media,Kids Story Set,I regret buying this. It stopped working after just one week. 👎,2,2024-07-10,True,6,regret buying stopped working one week,-0.5719,0.0,0.701,0.299,Negative,Sadness
REV00894,Fashion,Leather Wallet,COULDN'T BE HAPPIER WITH THIS PURCHASE. THE BUILD QUALITY FEELS PREMIUM AND STURDY.,5,2025-05-30,False,2,couldnt happier purchase build quality feel premium sturdy,-0.4168,0.0,0.812,0.188,Negative,None Detected
REV00669,Beauty & Personal Care,Electric Trimmer,"Not bad, but not great either. There are better alternatives but this works fine too.",3,2025-03-18,True,3,not bad not great either better alternative work fine,0.3682,0.341,0.47,0.19,Positive,Anger
REV00096,Sports & Outdoors,Camping Tent,Not worth the money at all. The instructions were confusing and unclear. 😢,2,2024-11-15,True,6,not worth money instruction confusing unclear,-0.7695,0.0,0.536,0.464,Negative,Trust
REV01251,Fashion,Backpack,Highly recommend this to everyone. Customer service was quick to respond when I had a question. ✨,5,2024-09-12,True,4,highly recommend everyone customer service quick respond question,0.624,0.253,0.747,0.0,Positive,Trust
REV00733,Books & Media,Cookbook,I'm so impressed with the quality. The color and finish look great in person. 🔥,5,2025-03-14,True,0,impressed quality color finish look great person,0.7264,0.342,0.548,0.11,Positive,None Detected
REV00580,Fashion,Denim Jacket,This is exactly what I needed. The packaging was neat and nothing was damaged. ❤️,5,2024-11-13,False,0,exactly needed packaging neat nothing damaged,0.6604,0.279,0.721,0.0,Positive,None Detected
REV00834,Fashion,Running Shoes,Reasonable purchase overall. The design is simple but functional. 🤷,3,2024-08-05,True,8,reasonable purchase overall design simple functional,0.0,0.0,1.0,0.0,Neutral,None Detected
REV00117,Sports & Outdoors,Camping Tent,Fantastic value for the price. It looks even better than the pictures online. ✨,4,2025-08-07,False,2,fantastic value price look even better picture online,0.8807,0.528,0.472,0.0,Positive,None Detected
REV00260,Home & Kitchen,Electric Kettle,"Exceeded my expectations. Delivery was super fast, arrived a day early. ❤️",5,2025-08-31,False,0,exceeded expectation delivery super fast arrived day early,0.5994,0.245,0.755,0.0,Positive,Anticipation
REV01736,Sports & Outdoors,Yoga Mat,"Really disappointed with this purchase. There was a strange smell straight out of the box. 👎 On the plus side, it did arrive quickly.",1,2025-07-17,False,4,really disappointed purchase strange smell straight box plus side arrive quickly,-0.5095,0.065,0.756,0.178,Negative,Anger
REV01472,Sports & Outdoors,Dumbbell Set,"Average quality for the price. Packaging was standard, nothing memorable.",3,2025-07-09,False,3,average quality price packaging standard nothing memorable,0.0,0.0,1.0,0.0,Neutral,Joy
REV00009,Electronics,Wireless Earbuds,Does the job but nothing extraordinary. The design is simple but functional.,3,2025-04-24,True,2,job nothing extraordinary design simple functional,0.0,0.0,1.0,0.0,Neutral,None Detected
REV00219,Books & Media,Self-Help Book,I want a refund immediately. There was a strange smell straight out of the box. 😡,1,2024-10-17,True,5,want refund immediately strange smell straight box,0.1027,0.168,0.737,0.095,Positive,Anticipation
REV00367,Books & Media,Fiction Novel,Fantastic value for the price. The build quality feels premium and sturdy. 👍,5,2025-05-13,True,2,fantastic value price build quality feel premium sturdy,0.7184,0.333,0.667,0.0,Positive,None Detected
REV00196,Fashion,Backpack,Fantastic value for the price. The color and finish look great in person. ✨,5,2024-12-03,True,1,fantastic value price color finish look great person,0.9081,0.554,0.446,0.0,Positive,None Detected
REV01269,Home & Kitchen,Bedsheet Set,THIS IS EXACTLY WHAT I NEEDED. CUSTOMER SERVICE WAS QUICK TO RESPOND WHEN I HAD A QUESTION. BUT THE DELIVERY EXPERIENCE COULD DEFINITELY BE BETTER. WWW.SHOPREVIEW-SITE.COM/R/12345,5,2024-03-27,True,0,exactly needed customer service quick respond question delivery experience could definitely better,0.8126,0.236,0.764,0.0,Positive,None Detected
REV01532,Fashion,Denim Jacket,"Five stars, no doubt. Setup was simple and took less than five minutes.",4,2025-10-28,False,2,five star doubt setup simple took less five minute,0.2755,0.15,0.85,0.0,Positive,Trust
REV01209,Electronics,Bluetooth Speaker,"Fantastic value for the price. Delivery was super fast, arrived a day early. 👍",4,2024-12-16,True,0,fantastic value price delivery super fast arrived day early,0.872,0.452,0.548,0.0,Positive,None Detected
REV00781,Books & Media,Kids Story Set,"Couldn't be happier with this purchase. Delivery was super fast, arrived a day early.",4,2025-10-24,True,0,couldnt happier purchase delivery super fast arrived day early,0.2787,0.209,0.643,0.149,Positive,None Detected
REV01675,Home & Kitchen,Air Fryer,Absolutely loved this product! The build quality feels premium and sturdy.,4,2025-01-15,False,0,absolutely loved product build quality feel premium sturdy,0.6689,0.31,0.69,0.0,Positive,None Detected
REV00448,Books & Media,Biography,Exceeded my expectations. My family loves it just as much as I do. ❤️,5,2025-09-23,True,0,exceeded expectation family love much,0.5719,0.209,0.791,0.0,Positive,Anticipation
REV01178,Sports & Outdoors,Cycling Helmet,I'm so impressed with the quality. The color and finish look great in person. 👍,5,2024-07-28,True,0,impressed quality color finish look great person,0.8173,0.349,0.651,0.0,Positive,None Detected
REV00391,Sports & Outdoors,Dumbbell Set,Couldn't be happier with this purchase. Setup was simple and took less than five minutes. ❤️,5,2024-07-01,False,2,couldnt happier purchase setup simple took less five minute,-0.4168,0.0,0.852,0.148,Negative,None Detected
REV00964,Books & Media,Comic Collection,Exceeded my expectations. The color and finish look great in person. 🔥,4,2024-07-02,False,1,exceeded expectation color finish look great person,0.4019,0.248,0.606,0.145,Positive,Anticipation
REV01585,Sports & Outdoors,Water Bottle,Best purchase I've made this year. Setup was simple and took less than five minutes. 😊,5,2025-04-25,True,1,best purchase ive made year setup simple took less five minute,0.8807,0.375,0.625,0.0,Positive,None Detected
REV00197,Beauty & Personal Care,Lip Balm Set,Couldn't be happier with this purchase. Customer service was quick to respond when I had a question. ❤️,4,2024-10-25,True,4,couldnt happier purchase customer service quick respond question,-0.4168,0.0,0.866,0.134,Negative,None Detected
REV00612,Beauty & Personal Care,Lip Balm Set,Fantastic value for the price. Customer service was quick to respond when I had a question.,4,2025-07-26,True,8,fantastic value price customer service quick respond question,0.7184,0.3,0.7,0.0,Positive,None Detected
REV00937,Electronics,Smartwatch,Works like a charm. The packaging was neat and nothing was damaged. 🔥,4,2025-09-11,False,5,work like charm packaging neat nothing damaged,0.892,0.612,0.388,0.0,Positive,None Detected
